Team Number,Mu,Sigma
5942,25.5167,2.49378
3220,24.1848,2.4209
2923,23.3646,2.55231
2944,22.0718,2.67076
5111,22.0538,2.70643
2149,24.6932,2.62662
4980,21.5602,2.68988
4726,22.4837,2.71577
3789,21.3181,2.76795
3712,22.1178,2.75277
6076,24.7377,2.46125
4608,25.3817,2.6038
3575,22.8984,2.66241
4120,24.0973,2.69836
2926,24.06,2.70864
4104,25.3623,2.50119
6129,22.3882,2.56858
2830,26.515,3.07471
2062,28.7943,2.90245
1306,26.1971,3.18102
5148,25.4785,3.30786
2194,26.788,2.84135
1091,25.1591,2.92658
930,27.655,2.87384
2077,24.2539,3.11682
269,25.9883,3.24261
3418,26.3381,3.03367
3381,23.4337,3.09038
6732,24.185,4.535
4657,17.6891,4.60627
5003,27.5784,4.6426
3090,21.5912,4.66684
5914,21.7428,4.50377
5339,18.8989,4.51578
2506,24.3142,3.25626
5586,23.7129,3.44746
6166,23.9836,4.54285
5019,19.5577,4.63171
6624,22.5991,4.58644
6574,22.4386,4.36214
4531,25.3437,3.26455
4762,26.6958,4.52835
5903,26.0335,4.59026
4247,23.471,3.36037
4021,21.8326,4.49896
5976,29.2505,3.42852
2143,26.9655,4.19796
6381,24.5954,4.05711
3596,27.1504,4.23058
1716,20.0443,4.62356
5855,26.6317,4.30092
6223,25.249,4.4391
4804,25.4487,4.36031
6421,26.9791,4.37616
5096,23.3513,4.28426
5552,20.7928,4.29941
6670,26.5767,4.22943
6643,26.437,4.16529
